# Táblázat
"Forrás","Magyarország, DKT-Gemius (15+ belföldi közönség), 2019-05-01 - 2019-05-31"
"Riport","Domain-ek"
"Létrehozva","2021-07-25,15:07:08,CET"
"Periódus","2019-05-01 - 2019-05-31"
"Lokációk","Belföld"
"Platform","Teljes"
"Mutató","Real users"
"Node","Real users","Elérés - Internet","Oldalletöltések","Látogatások","Idő [s] (másodpercek)"
"Internet","6199459","0.9945","8648562596","1675370881","807516105573"
"Internet | 24.hu","3554886","0.5703","75534661","39398387","5916531261"
"Internet | ementor.hu","29521","0.0047","471318","114678","138130868"
"Internet | varoszoba.hu","29405","0.0047","51720","34782","6934598"
"Internet | azutazo.hu","29160","0.0047","41547","34827","4269722"
"Internet | nyu.hu","29142","0.0047","36382","31524","2509385"
"Internet | palyazatihirek.eu","28032","0.0045","90766","41332","7010208"
"Internet | kelet.hu","28005","0.0045","96818","58037","9414880"
"Internet | alternativenergia.hu","27637","0.0044","51008","37320","4937121"
"Internet | nezzsorozatokat.info","26920","0.0043","366662","132163","189314751"
"Internet | nyugtalotto.hu","26693","0.0043","285467","54101","10174016"
"Internet | storyonline.hu","26613","0.0043","65271","44280","2739676"
"Internet | revizoronline.com","26012","0.0042","47858","36107","7413581"
"Internet | nograd24.hu","25760","0.0041","58573","47396","2156934"
"Internet | pafi.hu","25502","0.0041","107939","35160","9274741"
"Internet | vinoport.hu","25398","0.0041","46778","33342","4837067"
"Internet | secretstories.hu","25373","0.0041","68899","38883","6532690"
"Internet | natursziget.com","25300","0.0041","45366","33791","5294435"
"Internet | trendfm.hu","24814","0.004","61699","42261","8628657"
"Internet | termeszetjaro.hu","24565","0.0039","85996","48507","10655017"
"Internet | langlovagok.hu","24506","0.0039","61207","29085","3084829"
"Internet | parkall.hu","22594","0.0036","79751","26475","686490"
"Internet | biztositomagazin.hu","21996","0.0035","33769","28910","3507986"
"Internet | 160gramm.hu","21975","0.0035","70608","32918","7548735"
"Internet | ize.hu","21967","0.0035","460428","165142","42721394"
"Internet | lifetvmedia.hu","21785","0.0035","37961","30078","3240676"
"Internet | focimagazin.hu","21702","0.0035","133718","81892","14628545"
"Internet | lobu.hu","21593","0.0035","50456","25490","1984726"
"Internet | pottyoslabda.hu","21156","0.0034","45143","28917","4136855"
"Internet | teveclub.hu","21012","0.0034","2200326","193631","20984320"
"Internet | beerporn.hu","20212","0.0032","39367","24917","2864279"
"Internet | vehirsport.hu","20157","0.0032","66196","53327","6629934"
"Internet | szuperinfo.hu","20124","0.0032","116965","33940","4321051"
"Internet | delina.hu","19980","0.0032","46041","40313","4375924"
"Internet | utisugo.hu","19644","0.0032","51254","24749","3910941"
"Internet | videosmart.hu","19636","0.0032","23489","19636","3634251"
"Internet | tarifaexpert.hu","19631","0.0031","55726","24835","3625918"
"Internet | wmno.hu","19372","0.0031","22800","21833","3696317"
"Internet | noivilag.hu","19343","0.0031","36386","25859","3501940"
"Internet | veszpremkukac.hu","19000","0.003","32141","23687","2215252"
"Internet | nagyhaszon.hu","18771","0.003","200117","33307","9733241"
"Internet | peca.hu","18553","0.003","103561","39975","6021510"
"Internet | noihirek.hu","18479","0.003","36049","27570","2813640"
"Internet | budapestinfo.eu","18377","0.0029","31013","21027","27262"
"Internet | kulter.hu","18296","0.0029","23639","20004","2939417"
"Internet | ok.hu","17775","0.0029","177348","52975","9931687"
"Internet | kvizpart.hu","17768","0.0029","321425","35664","9163104"
"Internet | globoport.hu","17244","0.0028","26273","19001","2273257"
"Internet | meglepetes.hu","16784","0.0027","27519","19768","1905010"
"Internet | mutargy.com","16464","0.0026","47761","22644","3230809"
"Internet | naplo.hu","16406","0.0026","75130","39234","7450510"
"Internet | p1race.hu","16030","0.0026","504014","187065","34910967"
"Internet | mindigo.hu","15911","0.0026","256526","47969","95653003"
"Internet | gyartastrend.hu","15871","0.0025","33482","23635","4857757"
"Internet | azuzlet.hu","15695","0.0025","28650","17266","2568472"
"Internet | kutya-tar.hu","15434","0.0025","80818","26591","4389064"
"Internet | totaldamage.hu","14506","0.0023","139028","85277","9632074"
"Internet | borsa.hu","14437","0.0023","16096","15441","1274692"
"Internet | tudjatok.hu","14407","0.0023","15173","14922","584009"
"Internet | mobilgamer.hu","14221","0.0023","49286","33286","2183219"
"Internet | rcnews.hu","14077","0.0023","29815","25124","2322307"
"Internet | egeszsegmagazin.com","14077","0.0023","17778","16748","1550874"
"Internet | gyaszhir.hu","13801","0.0022","167392","29678","-"
"Internet | videkize.hu","13725","0.0022","26964","18686","2240150"
"Internet | cnc.hu","13483","0.0022","32272","21549","4940234"
"Internet | cornandsoda.com","13345","0.0021","21480","17783","3594290"
"Internet | manu5.hu","13185","0.0021","87318","34872","65971379"
"Internet | vilagutazo.net","12793","0.0021","44640","36637","6207816"
"Internet | dibook.hu","12765","0.002","29667","13652","1381275"
"Internet | drportal.hu","12419","0.002","30132","15851","3288858"
"Internet | alkotokboltja.hu","12419","0.002","71892","20293","2440728"
"Internet | manutdfanatics.hu","12402","0.002","420581","183297","29148982"
"Internet | mitfozzunkma.hu","12341","0.002","14052","13209","786246"
"Internet | szilveszter.hu","12248","0.002","15173","12915","930966"
"Internet | eco.hu","12222","0.002","186085","97720","29521092"
"Internet | csubakka.hu","12110","0.0019","237472","111427","9959132"
"Internet | bloki.hu","11702","0.0019","80291","17588","1845356"
"Internet | aquamagazin.hu","11688","0.0019","27229","21881","2014696"
"Internet | deluxe.hu","11418","0.0018","16920","16209","880626"
"Internet | eshop24.hu","10972","0.0018","82073","27240","4117257"
"Internet | pharmaplaza.hu","10506","0.0017","24803","11148","1333061"
"Internet | designlakas.hu","10022","0.0016","23031","14744","1573381"
"Internet | jokamat.hu","9894","0.0016","17054","11348","1204333"
"Internet | epulettar.hu","9755","0.0016","15032","12062","700255"
"Internet | mese.tv","9748","0.0016","36889","13765","5308248"
"Internet | divatesstilus.hu","9265","0.0015","27001","12959","666485"
"Internet | lovam.hu","9227","0.0015","35600","19589","2982790"
"Internet | shape.hu","9196","0.0015","51090","24099","1773716"
"Internet | mti.hu","9189","0.0015","73258","55138","4140997"
"Internet | vox.hu","9172","0.0015","21180","13709","971003"
"Internet | noifriss.hu","9124","0.0015","9886","9363","384611"
"Internet | hajokonyha.hu","9044","0.0015","12832","10062","1426586"
"Internet | strand.hu","9002","0.0014","25016","16018","1646958"
"Internet | hirlista.hu","8857","0.0014","632044","253197","135227719"
"Internet | irodahaz.info","8747","0.0014","24226","14292","2781894"
"Internet | baratno.com","8542","0.0014","8966","8839","868458"
"Internet | dimag.hu","8358","0.0013","37692","18429","1990995"
"Internet | falcokc.hu","8241","0.0013","33772","22191","1242277"
"Internet | ideal.hu","8123","0.0013","12081","11356","1539643"
"Internet | blocks.hu","8095","0.0013","45068","13047","-"
"Internet | bbj.hu","8087","0.0013","32478","20901","4402304"
"Internet | autopult.hu","8081","0.0013","215825","13364","6325078"
"Internet | fogyasztok.hu","8000","0.0013","10706","9704","1312852"
"Internet | laptopkonyha.hu","7948","0.0013","14398","12017","1747552"
"Internet | kektura.hu","7505","0.0012","57288","16037","5093987"
"Internet | netorian.hu","7483","0.0012","21250","11076","1044579"
"Internet | pulzar.hu","7428","0.0012","24188","9508","984111"
"Internet | videokedvenc.hu","7399","0.0012","12435","8767","1019704"
"Internet | ujotthon.hu","7118","0.0011","78704","18227","3712603"
"Internet | hazi-mozi.hu","6692","0.0011","26812","17238","3015508"
"Internet | szoftver-zona.hu","6335","0.001","21203","12669","954128"
"Internet | izletes.hu","6328","0.001","11370","9581","837889"
"Internet | marmalade.co.hu","6175","0.001","6520","6520","381324"
"Internet | mesterszakacs.eu","6059","0.001","21104","11236","1908721"
"Internet | etelem.hu","5988","0.001","21799","11747","2231182"
"Internet | antropos.hu","5849","0.0009","11519","7810","819950"
"Internet | seniorplus.hu","5770","0.0009","8380","6844","856587"
"Internet | borespiac.hu","5757","0.0009","15447","9818","1522092"
"Internet | harpercollins.hu","5584","0.0009","53415","7992","2196856"
"Internet | caramella.hu","5538","0.0009","9277","7802","666518"
"Internet | repulojegy.hu","5450","0.0009","18655","5950","1150628"
"Internet | azember.hu","5443","-","10226","7322","1458000"
"Internet | minuszos.hu","5350","0.0009","15964","11017","876901"
"Internet | napocska.hu","5322","-","7150","5716","594000"
"Internet | oldalborda.hu","5270","-","12469","5862","849000"
"Internet | vista.hu","5250","0.0008","31046","9243","2402911"
"Internet | vadaszmester.hu","5140","-","14202","7792","1329000"
"Internet | gtahungary.co.hu","5017","-","28405","6520","852000"
"Internet | tervezettbaba.hu","5007","0.0008","70115","18316","3003246"
"Internet | viasat6.hu","4974","0.0008","20521","9382","880176"
"Internet | nepbetegsegek.hu","4837","-","13062","5246","651000"
"Internet | ozonetvmedia.hu","4813","0.0008","8163","5376","434481"
"Internet | porthole.hu","4527","0.0007","26080","18090","2753858"
"Internet | miferfiak.hu","4498","0.0007","12522","8963","1972595"
"Internet | octv.hu","4431","-","7552","5008","828000"
"Internet | wsfind.com","4430","0.0007","22414","8354","429389"
"Internet | garancialis.hu","4032","-","8216","4363","129000"
"Internet | fototrend.hu","3977","0.0006","62106","14901","3181517"
"Internet | beszeljukmac.com","3963","0.0006","36260","27391","2800015"
"Internet | hitelkalkulator.com","3959","0.0006","31249","8550","1108817"
"Internet | latoszogblog.hu","3907","-","10020","6885","2256000"
"Internet | sonymoviechannel.hu","3118","-","17041","4244","558000"
"Internet | fifahungary.co.hu","3062","-","18218","4579","756000"
"Internet | tech-live.hu","3018","-","4263","3159","375000"
"Internet | raktar.info","2905","-","11642","4135","705000"
"Internet | kozszolgalat.hu","2650","0.0004","6602","5477","577031"
"Internet | mon.hu","2519","0.0004","19639","6898","1091389"
"Internet | hirgyujto.hu","2498","-","6442","5104","270000"
"Internet | sonymax.hu","2466","-","9468","3973","2523000"
"Internet | gyerek-portal.hu","2408","-","3479","2607","339000"
"Internet | pto.hu","2343","0.0004","11142","7940","564897"
"Internet | mytaste.hu","2318","-","9409","3290","828000"
"Internet | cosplay.hu","2314","-","4945","2781","306000"
"Internet | simshungary.co.hu","2299","-","4998","3032","705000"
"Internet | mozgasterblog.hu","2232","0.0004","12157","8620","1742345"
"Internet | alomutazo.hu","2097","-","2957","2192","387000"
"Internet | 4x4online.hu","2030","-","102124","14747","3246000"
"Internet | mainap.hu","2030","0.0003","72682","48018","12581690"
"Internet | mitvegyekacsajomnak.hu","1982","-","5139","2047","156000"
"Internet | talalka.hu","1905","-","105994","19093","4140000"
"Internet | turistashop.hu","1881","-","13131","2425","645000"
"Internet | vilagszam.hu","1845","0.0003","5016","3704","422738"
"Internet | madridom.hu","1831","-","592151","93174","22644000"
"Internet | kepeslap.com","1654","0.0003","16141","3765","297407"
"Internet | pezsgojunius.hu","1643","-","2399","1898","105000"
"Internet | nfshungary.co.hu","1610","-","7616","2016","171000"
"Internet | egriszin.hu","1568","-","5787","1731","168000"
"Internet | funpic.hu","1558","-","25554","2550","414000"
"Internet | mymusic.hu","1537","0.0002","7314","3843","376068"
"Internet | online-nyeremenyjatekok.hu","1496","0.0002","29939","6870","1346193"
"Internet | otthonikedvenc.co.hu","1436","-","2074","1564","186000"
"Internet | dunantulinaplo.hu","1420","-","4258","3079","129000"
"Internet | szoknyaesnadrag.hu","1412","-","2923","2014","444000"
"Internet | 24ora.hu","1386","-","3463","2693","90000"
"Internet | tundus.hu","1283","-","2539","1697","135000"
"Internet | vakaciozzunk.co.hu","1200","-","1485","1249","108000"
"Internet | ujszerelem.hu","1178","-","17294","2905","774000"
"Internet | 2fly.hu","1131","-","4608","1435","267000"
"Internet | gphungary.co.hu","1120","-","10236","1859","258000"
"Internet | biokalauz.co.hu","1089","-","1436","1136","78000"
"Internet | delmagyar.deliapro.hu","1066","-","9956","2100","-"
"Internet | petofinepe.hu","1042","-","3078","2507","153000"
"Internet | topaukcio.hu","948","-","1895","1040","33000"
"Internet | penge.hu","888","-","69370","3876","2523000"
"Internet | somogyihirlap.hu","840","-","1881","1420","126000"
"Internet | lelkielet.co.hu","809","-","1182","893","132000"
"Internet | startlapkupon.hu","792","0.0001","8508","2777","634872"
"Internet | gamerguru.co.hu","790","-","1362","857","72000"
"Internet | wineloversrendezvenyek.hu","750","-","1248","955","60000"
"Internet | tubenews.hu","744","-","1232","800","69000"
"Internet | hazesotthon.co.hu","720","-","990","798","96000"
"Internet | rtlrandi.hu","715","-","148154","16089","5553000"
"Internet | bmhirlap.hu","663","-","1512","1190","69000"
"Internet | fmhungary.co.hu","655","-","3315","865","222000"
"Internet | ujneplap.hu","650","-","1975","1463","96000"
"Internet | megiden.hu","632","-","807","646","75000"
"Internet | veszport.hu","629","-","1559","1020","111000"
"Internet | huszadikszazad.hu","600","-","2181","773","168000"
"Internet | azevfurdoje.hu","595","-","1385","743","78000"
"Internet | tolnainepujsag.hu","571","-","993","827","63000"
"Internet | tozsdefigyelo.com","565","-","16540","4520","1293000"
"Internet | vitorlazasmagazin.hu","559","-","1451","675","204000"
"Internet | richclub.hu","532","-","1958","744","150000"
"Internet | hevesmegyeihirlap.hu","500","-","1552","1094","48000"
"Internet | nleskuvo.hu","497","-","694","520","39000"
"Internet | jobprofi.hu","469","-","2025","656","240000"
"Internet | szerszampiac.hu","457","-","5345","1809","252000"
"Internet | szeniormagazin.co.hu","358","-","481","390","51000"
"Internet | kvizmester.com","355","-","1435","795","123000"
"Internet | egeszsegfigyelo.hu","340","-","999","579","12000"
"Internet | penzugyguru.co.hu","323","-","403","338","27000"
"Internet | itmozaik.co.hu","312","-","427","332","48000"
"Internet | design-lakberendezes.hu","268","-","573","313","33000"
"Internet | agrariumonline.hu","257","-","935","304","174000"
"Internet | menandstyle.co.hu","239","-","384","282","39000"
"Internet | divatesszepseg.co.hu","216","-","360","250","24000"
"Internet | topettermek.hu","180","-","482","208","33000"
"Internet | peshungary.co.hu","157","-","465","173","18000"
"Internet | sporehungary.co.hu","144","-","466","188","27000"
"Internet | sikeresceg.co.hu","116","-","183","131","33000"
"Internet | kepesmotor.hu","107","-","460","339","3000"
"Internet | babasoldal.co.hu","99","-","281","141","9000"
"Internet | kicsisziv.hu","99","-","450","182","27000"
"Internet | nbahungary.co.hu","82","-","173","83","-"
"Internet | egeszsegmozaik.co.hu","81","-","194","108","6000"
"Internet | gasztrokalandok.co.hu","73","-","295","110","9000"
"Internet | kulturmozaik.co.hu","69","-","135","86","6000"
"Internet | sportrajongo.co.hu","67","-","153","82","12000"
"Internet | autokalauz.co.hu","53","-","172","82","6000"
"Internet | apamagazin.hu","49","-","58","53","-"
"Internet | vital.hu","40","-","65","45","-"
"Internet | papasmamasmagazin.hu","37","-","182","166","3000"
"Internet | kisbabanaplo.com","25","-","64","59","6000"
"Internet | fesztivalprogram.co.hu","23","-","43","25","-"
"Internet | kekfrankosaprilis.hu","20","-","39","33","6000"
"Internet | goal.com-hu","17","-","24","18","-"
"Internet | moly.hu","15","-","46","39","-"
"Internet | tokajimarcius.hu","14","-","26","21","3000"
"Internet | primate.hu","13","-","104","25","-"
"Internet | onbox.hu","11","-","43","24","-"
"Internet | mno.hu","11","-","37","35","6000"
"Internet | limarapeksege.hu","10","-","14","13","3000"
"Internet | argep.hu","8","-","12","10","-"
"Internet | sportmotor.hu","8","-","35","30","-"
"Internet | klubradio.hu","5","-","10","8","-"
"Internet | napiaszonline.hu","3","-","4","3","-"
"Internet | kiszamolo.hu","2","-","2","2","-"
"Internet | kepmas.hu","2","-","4","4","-"
"Internet | doily.hu","1","-","3","3","-"
"Internet | streetrace.co.hu","1","-","2","2","-"
"Internet | ps4pro.eu","1","-","5","5","-"
"Internet | hegylakok.hu","1","-","1","1","-"
"Internet | nb2.hu","1","-","3","3","-"

# Diagramm
"Forrás","Magyarország, DKT-Gemius (15+ belföldi közönség), 2019-05-01 - 2019-05-31"
"Riport","Domain-ek"
"Létrehozva","2021-07-25,15:07:09,CET"
"Periódus","2019-05-01 - 2019-05-31"
"Lokációk","Belföld"
"Platform","Teljes"
"Mutató","Real users"
"Node ID","543981","544316","541419","547103","542753"
"Node neve","24.hu","femina.hu","idokep.hu","index.hu","origo.hu"
"Node útvonal","Internet | Central Médiacsoport | 24.hu","Internet | Indamedia csoport | femina.hu","Internet | Atmedia Group | idokep.hu","Internet | Indamedia csoport | index.hu","Internet | Salesworks | origo.hu"
"Dátum","","","","",""
"2019-05-01 szerda","665110","383717","459890","678857","534485"
"2019-05-02 csütörtök","574342","357360","526831","710645","578064"
"2019-05-03 péntek","649180","300761","557044","714011","545306"
"2019-05-04 szombat","661112","354485","503702","622655","527387"
"2019-05-05 vasárnap","712408","413291","620416","676020","577534"
"2019-05-06 hétfő","823061","380207","666476","853743","654673"
"2019-05-07 kedd","817259","369912","504440","840871","607979"
"2019-05-08 szerda","788174","395978","514132","874993","593091"
"2019-05-09 csütörtök","777387","402261","576496","770188","626402"
"2019-05-10 péntek","735727","331253","493070","755136","628862"
"2019-05-11 szombat","634582","324598","444123","756879","474315"
"2019-05-12 vasárnap","663604","397033","552472","702056","532690"
"2019-05-13 hétfő","744368","395328","644871","788088","664189"
"2019-05-14 kedd","772370","368125","605074","835152","759640"
"2019-05-15 szerda","744443","400024","609873","859298","739826"
"2019-05-16 csütörtök","717723","351973","497846","839125","671413"
"2019-05-17 péntek","682043","319709","451026","784229","639604"
"2019-05-18 szombat","627782","341681","369843","660009","498222"
"2019-05-19 vasárnap","757492","378266","598613","709232","580583"
"2019-05-20 hétfő","859760","342713","638838","851511","697681"
"2019-05-21 kedd","889740","366140","552855","846560","721833"
"2019-05-22 szerda","834231","349696","624665","844399","697767"
"2019-05-23 csütörtök","799862","366287","579207","821679","688606"
"2019-05-24 péntek","770458","318943","512311","784166","656701"
"2019-05-25 szombat","633301","316463","373100","656834","539889"
"2019-05-26 vasárnap","744523","347086","460598","978916","613135"
"2019-05-27 hétfő","885353","406114","635205","1045716","839901"
"2019-05-28 kedd","792183","397535","698587","783687","807655"
"2019-05-29 szerda","905488","407700","800296","927394","792357"
"2019-05-30 csütörtök","1274233","410482","799501","1399761","928158"
"2019-05-31 péntek","1028264","348495","515818","935180","841277"

